"","df71.Fz0","df71.Longitude","df71.Latitude"
"13668",16.3325512377893,-169.5,-29.5
"13669",15.3222141796331,-168.5,-29.5
"13670",15.0328341312023,-167.5,-29.5
"13671",13.6457662224526,-166.5,-29.5
"13672",13.599027198465,-165.5,-29.5
"13673",11.3413311798935,-164.5,-29.5
"13674",11.1718454801208,-163.5,-29.5
"13675",11.5534803494163,-162.5,-29.5
"13676",11.2344366509422,-161.5,-29.5
"13677",9.68767172467212,-160.5,-29.5
"13678",9.2913881730793,-159.5,-29.5
"13679",9.42623190456007,-158.5,-29.5
"13680",8.62252193517132,-157.5,-29.5
"13681",7.79212359425253,-156.5,-29.5
"13682",7.820895282997,-155.5,-29.5
"13683",7.99579565134606,-154.5,-29.5
"13684",7.96000987654267,-153.5,-29.5
"13685",7.07691182204373,-152.5,-29.5
"13686",7.34162301619961,-151.5,-29.5
"13687",6.89265270528762,-150.5,-29.5
"13688",6.86398402485555,-149.5,-29.5
"13689",6.48005381958513,-148.5,-29.5
"13690",6.80592257152593,-147.5,-29.5
"13691",6.62342991758491,-146.5,-29.5
"13692",6.80871954693408,-145.5,-29.5
"13693",7.12748650650537,-144.5,-29.5
"13694",7.01114128374696,-143.5,-29.5
"13695",7.04092811029614,-142.5,-29.5
"13696",7.54251581199581,-141.5,-29.5
"13697",7.38642114636505,-140.5,-29.5
"13698",7.40873915928589,-139.5,-29.5
"13699",7.32898387946753,-138.5,-29.5
"13700",7.16536057336174,-137.5,-29.5
"13701",7.1631510732593,-136.5,-29.5
"13702",7.06851666593578,-135.5,-29.5
"13703",7.05042120659773,-134.5,-29.5
"13704",6.42936186066645,-133.5,-29.5
"13705",6.667447601013,-132.5,-29.5
"13706",6.37529014430358,-131.5,-29.5
"13707",6.31162561065872,-130.5,-29.5
"13708",6.16049443983458,-129.5,-29.5
"13709",6.31482951815478,-128.5,-29.5
"13710",6.41436948298679,-127.5,-29.5
"13711",5.93075760951168,-126.5,-29.5
"13712",5.95581626064904,-125.5,-29.5
"13713",5.93713886275112,-124.5,-29.5
"13714",5.8879412842907,-123.5,-29.5
"13715",5.93199672581819,-122.5,-29.5
"13716",6.33137856928825,-121.5,-29.5
"13717",6.65685599723296,-120.5,-29.5
"13718",6.12547710172984,-119.5,-29.5
"13719",5.95079526830297,-118.5,-29.5
"13720",5.88207215761191,-117.5,-29.5
"13721",5.69980592531102,-116.5,-29.5
"13722",5.83512491452902,-115.5,-29.5
"13723",5.4263134308887,-114.5,-29.5
"13724",5.71693315662912,-113.5,-29.5
"13725",6.0552117386856,-112.5,-29.5
"13726",5.76562738265725,-111.5,-29.5
"13727",5.89707577861614,-110.5,-29.5
"13728",6.61123581244168,-109.5,-29.5
"13729",6.50530503007075,-108.5,-29.5
"13730",6.56365921329568,-107.5,-29.5
"13731",6.68608258218442,-106.5,-29.5
"13732",7.03568826713148,-105.5,-29.5
"13733",7.37032317808007,-104.5,-29.5
"13734",7.87052987813999,-103.5,-29.5
"13735",7.87446024475561,-102.5,-29.5
"13736",8.17731070638517,-101.5,-29.5
"13737",8.28609795067691,-100.5,-29.5
"13738",8.87827016287166,-99.5,-29.5
"13739",9.28732237495338,-98.5,-29.5
"13740",8.95511771356169,-97.5,-29.5
"13741",9.65229941496247,-96.5,-29.5
"13742",10.3980047248532,-95.5,-29.5
"13743",11.1954864694421,-94.5,-29.5
"13744",11.2875765734357,-93.5,-29.5
"13745",12.2811258638544,-92.5,-29.5
"13746",12.9340546399221,-91.5,-29.5
"13747",13.8809849779476,-90.5,-29.5
"13748",15.6704270483626,-89.5,-29.5
"13749",16.520308044728,-88.5,-29.5
"13750",16.96611217321,-87.5,-29.5
"13751",18.8174171127899,-86.5,-29.5
"13752",20.244843788107,-85.5,-29.5
"13753",20.834123958721,-84.5,-29.5
"13754",21.2153512950432,-83.5,-29.5
"13755",22.190278594556,-82.5,-29.5
"13756",25.6824159846302,-81.5,-29.5
"13757",28.0901693128561,-80.5,-29.5
"13758",33.0576127031384,-79.5,-29.5
"13759",36.4196639034395,-78.5,-29.5
"13760",38.5645983333338,-77.5,-29.5
"13761",46.5662655130485,-76.5,-29.5
"13762",53.5461204683663,-75.5,-29.5
"13763",65.9550991267696,-74.5,-29.5
"13764",75.9698154526001,-73.5,-29.5
"13765",88.0231264216499,-72.5,-29.5
"13766",120,-71.5,-29.5
"13767",35.5064549066595,-48.5,-29.5
"13768",17.5823346995445,-47.5,-29.5
"13769",17.2590475182975,-46.5,-29.5
"13770",16.713241717874,-45.5,-29.5
"13771",16.8061487184033,-44.5,-29.5
"13772",16.7511114538901,-43.5,-29.5
"13773",16.2963393242253,-42.5,-29.5
"13774",16.4478127208275,-41.5,-29.5
"13775",16.5430449433283,-40.5,-29.5
"13776",17.0587160019565,-39.5,-29.5
"13777",16.3978979375238,-38.5,-29.5
"13778",17.5520424242076,-37.5,-29.5
"13779",17.0023399251466,-36.5,-29.5
"13780",17.5214075715891,-35.5,-29.5
"13781",17.5029807808521,-34.5,-29.5
"13782",16.9935013163003,-33.5,-29.5
"13783",16.7502275915847,-32.5,-29.5
"13784",16.3708207326534,-31.5,-29.5
"13785",16.1350222308395,-30.5,-29.5
"13786",16.2218691843676,-29.5,-29.5
"13787",16.5220795706036,-28.5,-29.5
"13788",16.5487281473821,-27.5,-29.5
"13789",15.495192862117,-26.5,-29.5
"13790",14.8300457096078,-25.5,-29.5
"13791",14.8775759456033,-24.5,-29.5
"13792",14.9605003945551,-23.5,-29.5
"13793",13.7811568224507,-22.5,-29.5
"13794",15.1168107963313,-21.5,-29.5
"13795",14.7217425883966,-20.5,-29.5
"13796",14.9744274985424,-19.5,-29.5
"13797",15.0570455847965,-18.5,-29.5
"13798",14.484762065086,-17.5,-29.5
"13799",14.4166900002291,-16.5,-29.5
"13800",14.2587942792533,-15.5,-29.5
"13801",15.2981791993523,-14.5,-29.5
"13802",15.1845147171637,-13.5,-29.5
"13803",14.7711576984158,-12.5,-29.5
"13804",15.0702545329666,-11.5,-29.5
"13805",15.720181250857,-10.5,-29.5
"13806",14.8470784906162,-9.5,-29.5
"13807",15.1051713358469,-8.5,-29.5
"13808",15.1642493561284,-7.5,-29.5
"13809",15.3671029167934,-6.5,-29.5
"13810",15.9721731489503,-5.5,-29.5
"13811",16.6671145764375,-4.5,-29.5
"13812",16.5820257130195,-3.5,-29.5
"13813",17.3189275406671,-2.5,-29.5
"13814",17.8474576287048,-1.5,-29.5
"13815",18.7259110890918,-0.5,-29.5
"13816",19.3485195580124,0.5,-29.5
"13817",20.4847525043649,1.5,-29.5
"13818",21.3554205333347,2.5,-29.5
"13819",21.2416746192891,3.5,-29.5
"13820",21.3233219492734,4.5,-29.5
"13821",22.2623427953043,5.5,-29.5
"13822",25.8710869831499,6.5,-29.5
"13823",26.6698513261276,7.5,-29.5
"13824",27.0689001303661,8.5,-29.5
"13825",28.5512177765505,9.5,-29.5
"13826",31.959055280539,10.5,-29.5
"13827",33.9304191760063,11.5,-29.5
"13828",37.1617602992588,12.5,-29.5
"13829",43.4389520570301,13.5,-29.5
"13830",65.8993425621861,14.5,-29.5
"13831",120,15.5,-29.5
"13832",120,16.5,-29.5
"13833",19.3708970869455,32.5,-29.5
"13834",17.6152654733698,33.5,-29.5
"13835",17.6995102093896,34.5,-29.5
"13836",18.9739832876385,35.5,-29.5
"13837",18.8142341757097,36.5,-29.5
"13838",18.1150123644453,37.5,-29.5
"13839",18.7682124204581,38.5,-29.5
"13840",18.7738782631235,39.5,-29.5
"13841",18.7690203018092,40.5,-29.5
"13842",18.4735341443445,41.5,-29.5
"13843",17.1477080580995,42.5,-29.5
"13844",17.9080624099908,43.5,-29.5
"13845",18.5584108046231,44.5,-29.5
"13846",19.0381277966622,45.5,-29.5
"13847",18.2925413226143,46.5,-29.5
"13848",17.3524485286922,47.5,-29.5
"13849",17.0695543287646,48.5,-29.5
"13850",18.3632092093396,49.5,-29.5
"13851",17.8260186400267,50.5,-29.5
"13852",16.8412581648777,51.5,-29.5
"13853",16.7223128919257,52.5,-29.5
"13854",17.3254209811606,53.5,-29.5
"13855",16.6637254122725,54.5,-29.5
"13856",17.1014714564093,55.5,-29.5
"13857",16.184259946518,56.5,-29.5
"13858",15.703596566994,57.5,-29.5
"13859",15.7893066576766,58.5,-29.5
"13860",15.1018378463196,59.5,-29.5
"13861",15.0998709907493,60.5,-29.5
"13862",15.2945496630546,61.5,-29.5
"13863",14.6179619578873,62.5,-29.5
"13864",14.155419090236,63.5,-29.5
"13865",13.8168218306779,64.5,-29.5
"13866",13.4152554404576,65.5,-29.5
"13867",13.9210473084941,66.5,-29.5
"13868",12.7688849040279,67.5,-29.5
"13869",12.6036387753323,68.5,-29.5
"13870",12.6714032000844,69.5,-29.5
"13871",12.1546784164151,70.5,-29.5
"13872",12.0633071099011,71.5,-29.5
"13873",12.041391255978,72.5,-29.5
"13874",12.0176643904063,73.5,-29.5
"13875",12.4425216639142,74.5,-29.5
"13876",11.6714697371807,75.5,-29.5
"13877",12.2407251141179,76.5,-29.5
"13878",12.2231562847002,77.5,-29.5
"13879",11.9074926465415,78.5,-29.5
"13880",12.6256380157744,79.5,-29.5
"13881",12.2697138514354,80.5,-29.5
"13882",12.192582809822,81.5,-29.5
"13883",12.0560522818604,82.5,-29.5
"13884",12.2313589745104,83.5,-29.5
"13885",12.7614824797483,84.5,-29.5
"13886",12.4327142656505,85.5,-29.5
"13887",12.4289760839298,86.5,-29.5
"13888",12.4744843264608,87.5,-29.5
"13889",13.3826981397574,88.5,-29.5
"13890",13.4770031540219,89.5,-29.5
"13891",13.3226837313326,90.5,-29.5
"13892",13.3961261870978,91.5,-29.5
"13893",13.2760125376622,92.5,-29.5
"13894",13.8062788892712,93.5,-29.5
"13895",14.7500852244957,94.5,-29.5
"13896",13.7598655181985,95.5,-29.5
"13897",14.2518305610082,96.5,-29.5
"13898",14.9198374735566,97.5,-29.5
"13899",15.5242609497324,98.5,-29.5
"13900",15.0342284331555,99.5,-29.5
"13901",15.6733009668995,100.5,-29.5
"13902",17.1798277266642,101.5,-29.5
"13903",17.4370756596493,102.5,-29.5
"13904",17.5910704438147,103.5,-29.5
"13905",17.6734387954068,104.5,-29.5
"13906",17.4258696460378,105.5,-29.5
"13907",18.9022229299551,106.5,-29.5
"13908",19.8673257405729,107.5,-29.5
"13909",20.8914656378172,108.5,-29.5
"13910",21.3385492732686,109.5,-29.5
"13911",21.1920329356143,110.5,-29.5
"13912",21.7601534512512,111.5,-29.5
"13913",21.1248832416625,112.5,-29.5
"13914",20.9948875185158,113.5,-29.5
"13915",16.0813052422996,154.5,-29.5
"13916",18.4780222757551,155.5,-29.5
"13917",19.1787103834464,156.5,-29.5
"13918",18.6823933546133,157.5,-29.5
"13919",18.3290283454825,158.5,-29.5
"13920",19.1756729967768,159.5,-29.5
"13921",18.5775170188529,160.5,-29.5
"13922",19.2674616853876,161.5,-29.5
"13923",19.257937363087,162.5,-29.5
"13924",19.2094768761803,163.5,-29.5
"13925",19.7384350377774,164.5,-29.5
"13926",19.6745096637136,165.5,-29.5
"13927",19.7531353893523,166.5,-29.5
"13928",19.5776324100862,167.5,-29.5
"13929",20.8732818797522,168.5,-29.5
"13930",19.9945210476919,169.5,-29.5
"13931",20.3443011908227,170.5,-29.5
"13932",19.9270715059904,171.5,-29.5
"13933",20.2399842186879,172.5,-29.5
"13934",20.2252051373291,173.5,-29.5
"13935",18.9568912191632,174.5,-29.5
"13936",19.5569633728545,175.5,-29.5
"13937",19.1109013515652,176.5,-29.5
"13938",18.9776360485064,177.5,-29.5
"13939",18.950081999601,178.5,-29.5
"13940",18.666136911627,179.5,-29.5
"13941",15.2911657620995,-179.5,-28.5
"13942",16.1219352859652,-178.5,-28.5
"13943",17.7215004308474,-177.5,-28.5
"13944",16.0172056712344,-176.5,-28.5
"13945",15.3317134751329,-175.5,-28.5
"13946",15.2328923094044,-174.5,-28.5
"13947",14.1725456753023,-173.5,-28.5
"13948",14.2503420292475,-172.5,-28.5
"13949",13.8715960629356,-171.5,-28.5
"13950",13.6652786897839,-170.5,-28.5
"13951",13.4255582835304,-169.5,-28.5
"13952",14.2759556306799,-168.5,-28.5
"13953",12.6058952034784,-167.5,-28.5
"13954",11.7190703496846,-166.5,-28.5
"13955",11.7344563495999,-165.5,-28.5
"13956",10.7695622552658,-164.5,-28.5
"13957",10.195629324957,-163.5,-28.5
"13958",10.5857551271055,-162.5,-28.5
"13959",9.4323682125668,-161.5,-28.5
"13960",8.85142339192598,-160.5,-28.5
"13961",8.5588169699595,-159.5,-28.5
"13962",7.97260733247104,-158.5,-28.5
"13963",6.89910689002755,-157.5,-28.5
"13964",7.16180249206511,-156.5,-28.5
"13965",7.40044871067108,-155.5,-28.5
"13966",7.2863325757784,-154.5,-28.5
"13967",6.71344508139228,-153.5,-28.5
"13968",6.66840032137702,-152.5,-28.5
"13969",6.30497385533976,-151.5,-28.5
"13970",6.07877241120921,-150.5,-28.5
"13971",6.14512705650114,-149.5,-28.5
"13972",5.86307229480071,-148.5,-28.5
"13973",5.85010866817411,-147.5,-28.5
"13974",5.76058657150602,-146.5,-28.5
"13975",6.54102993428841,-145.5,-28.5
"13976",6.5673533897336,-144.5,-28.5
"13977",6.79933159505858,-143.5,-28.5
"13978",6.72667429595935,-142.5,-28.5
"13979",6.91556732854232,-141.5,-28.5
"13980",6.77843406425518,-140.5,-28.5
"13981",6.69388766808128,-139.5,-28.5
"13982",6.72868658649125,-138.5,-28.5
"13983",6.61861197517189,-137.5,-28.5
"13984",6.40842761388034,-136.5,-28.5
"13985",5.93482206270098,-135.5,-28.5
"13986",6.10333377887705,-134.5,-28.5
"13987",5.69031424689667,-133.5,-28.5
"13988",5.62561802329228,-132.5,-28.5
"13989",6.00192456015853,-131.5,-28.5
"13990",5.807981274536,-130.5,-28.5
"13991",5.53577927440693,-129.5,-28.5
"13992",5.70205368010789,-128.5,-28.5
"13993",5.63398027923763,-127.5,-28.5
"13994",5.38905941409699,-126.5,-28.5
"13995",5.31244713181166,-125.5,-28.5
"13996",5.41164895630301,-124.5,-28.5
"13997",5.50466632723039,-123.5,-28.5
"13998",5.64597461738645,-122.5,-28.5
"13999",5.34044952280287,-121.5,-28.5
"14000",5.34704178860428,-120.5,-28.5
"14001",5.23978276234046,-119.5,-28.5
"14002",5.01334896632378,-118.5,-28.5
"14003",4.87266531788798,-117.5,-28.5
"14004",5.20936998765173,-116.5,-28.5
"14005",4.88351137446004,-115.5,-28.5
"14006",5.09767567851958,-114.5,-28.5
"14007",5.04381038531388,-113.5,-28.5
"14008",5.39099364782452,-112.5,-28.5
"14009",5.66685370672876,-111.5,-28.5
"14010",6.2534703360374,-110.5,-28.5
"14011",6.8279861996239,-109.5,-28.5
"14012",6.62898256823074,-108.5,-28.5
"14013",6.79533460182387,-107.5,-28.5
"14014",6.87436972316287,-106.5,-28.5
"14015",6.9687021253823,-105.5,-28.5
"14016",6.91987271762742,-104.5,-28.5
"14017",7.32649769601973,-103.5,-28.5
"14018",7.3855209763366,-102.5,-28.5
"14019",7.6267672642825,-101.5,-28.5
"14020",8.00858158450706,-100.5,-28.5
"14021",7.98478390791743,-99.5,-28.5
"14022",8.4943343779586,-98.5,-28.5
"14023",8.8599194961953,-97.5,-28.5
"14024",9.20668939807707,-96.5,-28.5
"14025",9.32969172575341,-95.5,-28.5
"14026",9.99220562122937,-94.5,-28.5
"14027",10.5803327034877,-93.5,-28.5
"14028",11.5035991910093,-92.5,-28.5
"14029",12.0477317108767,-91.5,-28.5
"14030",12.4453667720315,-90.5,-28.5
"14031",13.5217801587843,-89.5,-28.5
"14032",15.4969343074159,-88.5,-28.5
"14033",15.9763786580319,-87.5,-28.5
"14034",16.5401290222327,-86.5,-28.5
"14035",17.3545640339802,-85.5,-28.5
"14036",18.2683749888896,-84.5,-28.5
"14037",20.4468126669094,-83.5,-28.5
"14038",22.6869071898087,-82.5,-28.5
"14039",25.5319064815449,-81.5,-28.5
"14040",26.4672057847574,-80.5,-28.5
"14041",29.8276914183576,-79.5,-28.5
"14042",32.109429894562,-78.5,-28.5
"14043",38.4689631925168,-77.5,-28.5
"14044",44.5494944173996,-76.5,-28.5
"14045",51.0161932389393,-75.5,-28.5
"14046",65.606294328429,-74.5,-28.5
"14047",70.8363947537556,-73.5,-28.5
"14048",87.8447194615476,-72.5,-28.5
"14049",120,-71.5,-28.5
"14050",22.1715834678858,-47.5,-28.5
"14051",15.2481384051819,-46.5,-28.5
"14052",15.3377374064793,-45.5,-28.5
"14053",15.1995987460844,-44.5,-28.5
"14054",14.7972226124025,-43.5,-28.5
"14055",14.7871884318407,-42.5,-28.5
"14056",15.2142841738679,-41.5,-28.5
"14057",15.302843606327,-40.5,-28.5
"14058",15.8544190648089,-39.5,-28.5
"14059",16.4955650907293,-38.5,-28.5
"14060",16.5157002046272,-37.5,-28.5
"14061",16.0053727721807,-36.5,-28.5
"14062",16.6339484982407,-35.5,-28.5
"14063",16.2967653379581,-34.5,-28.5
"14064",15.7089841796352,-33.5,-28.5
"14065",15.8820109545268,-32.5,-28.5
"14066",15.8039073701378,-31.5,-28.5
"14067",16.0930592287755,-30.5,-28.5
"14068",15.9479800595977,-29.5,-28.5
"14069",15.1194265991817,-28.5,-28.5
"14070",14.6358969930036,-27.5,-28.5
"14071",13.4435908655841,-26.5,-28.5
"14072",13.5799045630804,-25.5,-28.5
"14073",13.2987530847833,-24.5,-28.5
"14074",13.0242686362943,-23.5,-28.5
"14075",12.6411348445939,-22.5,-28.5
"14076",12.7780287924391,-21.5,-28.5
"14077",13.3637072780931,-20.5,-28.5
"14078",13.4500367866281,-19.5,-28.5
"14079",13.3462635372009,-18.5,-28.5
"14080",13.1339473365501,-17.5,-28.5
"14081",13.5549723377728,-16.5,-28.5
"14082",13.9658203585642,-15.5,-28.5
"14083",13.6390196062819,-14.5,-28.5
"14084",13.9180055415276,-13.5,-28.5
"14085",13.8204993978984,-12.5,-28.5
"14086",13.5085716516524,-11.5,-28.5
"14087",13.3927648550209,-10.5,-28.5
"14088",14.1266929337168,-9.5,-28.5
"14089",14.0474166021109,-8.5,-28.5
"14090",14.4268868211584,-7.5,-28.5
"14091",14.8604791092634,-6.5,-28.5
"14092",14.7804991411062,-5.5,-28.5
"14093",15.4956624952056,-4.5,-28.5
"14094",15.5346826220918,-3.5,-28.5
"14095",15.7663528867699,-2.5,-28.5
"14096",17.235901825994,-1.5,-28.5
"14097",18.0560642688632,-0.5,-28.5
"14098",18.7236612548994,0.5,-28.5
"14099",19.3850113706366,1.5,-28.5
"14100",20.0205927222299,2.5,-28.5
"14101",21.5518961667017,3.5,-28.5
"14102",22.310718491789,4.5,-28.5
"14103",22.5405679715942,5.5,-28.5
"14104",23.9789715520694,6.5,-28.5
"14105",26.3847814882021,7.5,-28.5
"14106",27.1600473334004,8.5,-28.5
"14107",30.7293998069096,9.5,-28.5
"14108",33.3106025757795,10.5,-28.5
"14109",34.9769949997175,11.5,-28.5
"14110",37.8735408113051,12.5,-28.5
"14111",44.8395133201153,13.5,-28.5
"14112",67.8114595695662,14.5,-28.5
"14113",16.5322325655802,33.5,-28.5
"14114",16.5697345470693,34.5,-28.5
"14115",16.661535680767,35.5,-28.5
"14116",16.1648440153872,36.5,-28.5
"14117",16.4829775165188,37.5,-28.5
"14118",17.1594649764138,38.5,-28.5
"14119",17.3317662359505,39.5,-28.5
"14120",17.2903646350518,40.5,-28.5
"14121",16.6995766330689,41.5,-28.5
"14122",15.4590747883312,42.5,-28.5
"14123",16.2511496350936,43.5,-28.5
"14124",16.7660256889648,44.5,-28.5
"14125",17.9801878411216,45.5,-28.5
"14126",16.7562411665771,46.5,-28.5
"14127",16.5863150106805,47.5,-28.5
"14128",16.3563998910484,48.5,-28.5
"14129",16.1795877411836,49.5,-28.5
"14130",16.3294538906569,50.5,-28.5
"14131",16.2924387292687,51.5,-28.5
"14132",15.7133401774417,52.5,-28.5
"14133",14.876416474486,53.5,-28.5
"14134",15.6571831119432,54.5,-28.5
"14135",15.8243464879456,55.5,-28.5
"14136",15.8119763444284,56.5,-28.5
"14137",15.3510207887195,57.5,-28.5
"14138",14.6805124319671,58.5,-28.5
"14139",15.0204786464009,59.5,-28.5
"14140",15.4022110028616,60.5,-28.5
"14141",14.3205115389965,61.5,-28.5
"14142",13.1773904003496,62.5,-28.5
"14143",13.0258415770307,63.5,-28.5
"14144",12.5206018505967,64.5,-28.5
"14145",12.543238531978,65.5,-28.5
"14146",13.0233826093475,66.5,-28.5
"14147",11.6797305293671,67.5,-28.5
"14148",11.803484462369,68.5,-28.5
"14149",11.3937084658707,69.5,-28.5
"14150",11.8292678480119,70.5,-28.5
"14151",11.3065226970343,71.5,-28.5
"14152",10.7824706019155,72.5,-28.5
"14153",11.1130153400455,73.5,-28.5
"14154",11.2139926606044,74.5,-28.5
"14155",11.364084461908,75.5,-28.5
"14156",10.7286258716296,76.5,-28.5
"14157",10.647044344697,77.5,-28.5
"14158",11.0103578615492,78.5,-28.5
"14159",10.712855048765,79.5,-28.5
"14160",10.5065311046124,80.5,-28.5
"14161",10.6873165744487,81.5,-28.5
"14162",10.6035241574413,82.5,-28.5
"14163",10.8919208646143,83.5,-28.5
"14164",10.8644232489812,84.5,-28.5
"14165",10.9858624621482,85.5,-28.5
"14166",11.0880355742012,86.5,-28.5
"14167",10.960663177858,87.5,-28.5
"14168",11.6803890203963,88.5,-28.5
"14169",12.022462243291,89.5,-28.5
"14170",11.9924835974195,90.5,-28.5
"14171",11.3882962681515,91.5,-28.5
"14172",11.8381048819541,92.5,-28.5
"14173",12.3733152066844,93.5,-28.5
"14174",13.5036731245158,94.5,-28.5
"14175",12.4715654798266,95.5,-28.5
"14176",12.4627548546427,96.5,-28.5
"14177",12.8559906576788,97.5,-28.5
"14178",14.7113137782144,98.5,-28.5
"14179",14.181151018204,99.5,-28.5
"14180",14.5580663591646,100.5,-28.5
"14181",15.1879835697297,101.5,-28.5
"14182",17.2144059350093,102.5,-28.5
"14183",17.1898150300639,103.5,-28.5
"14184",17.3397329500094,104.5,-28.5
"14185",17.4818728835671,105.5,-28.5
"14186",17.5713219265865,106.5,-28.5
"14187",19.0879239172707,107.5,-28.5
"14188",19.4719339578256,108.5,-28.5
"14189",19.3955762343401,109.5,-28.5
"14190",19.9294011472855,110.5,-28.5
"14191",20.5212665399394,111.5,-28.5
"14192",21.2467735397824,112.5,-28.5
"14193",25.3797162134804,113.5,-28.5
"14194",14.9985435438604,154.5,-28.5
"14195",16.5293297153273,155.5,-28.5
"14196",17.6062767989461,156.5,-28.5
"14197",17.3476974489605,157.5,-28.5
"14198",16.5961912937939,158.5,-28.5
"14199",17.0530120129921,159.5,-28.5
"14200",17.7527261030876,160.5,-28.5
"14201",18.7151062023384,161.5,-28.5
"14202",18.6297055040462,162.5,-28.5
"14203",18.4366463705331,163.5,-28.5
"14204",18.7725042235192,164.5,-28.5
"14205",18.872427295762,165.5,-28.5
"14206",18.2893984901092,166.5,-28.5
"14207",18.5987579447356,167.5,-28.5
"14208",19.2812386042629,168.5,-28.5
"14209",20.9842571333986,169.5,-28.5
"14210",19.451052102549,170.5,-28.5
"14211",18.8099610866952,171.5,-28.5
"14212",19.158049824671,172.5,-28.5
"14213",17.9326093550351,173.5,-28.5
"14214",17.0210785845247,174.5,-28.5
"14215",16.2292640178207,175.5,-28.5
"14216",16.6307882813818,176.5,-28.5
"14217",15.9955386357041,177.5,-28.5
"14218",15.3626396315685,178.5,-28.5
"14219",14.9950104999177,179.5,-28.5
"14220",13.9144203178494,-179.5,-27.5
"14221",13.5340083093629,-178.5,-27.5
"14222",13.9082915426399,-177.5,-27.5
"14223",13.9136875625454,-176.5,-27.5
"14224",14.0548994713396,-175.5,-27.5
"14225",14.1930495810122,-174.5,-27.5
"14226",12.935582053679,-173.5,-27.5
"14227",12.8067709737269,-172.5,-27.5
"14228",12.6358690971143,-171.5,-27.5
"14229",11.8706554186315,-170.5,-27.5
"14230",11.9112920123165,-169.5,-27.5
"14231",11.5806854662789,-168.5,-27.5
"14232",10.2812994113106,-167.5,-27.5
"14233",10.0411073030558,-166.5,-27.5
"14234",10.2221071045529,-165.5,-27.5
"14235",9.78791411119661,-164.5,-27.5
"14236",9.35531293492258,-163.5,-27.5
"14237",8.87203031412621,-162.5,-27.5
"14238",8.16103551416951,-161.5,-27.5
"14239",7.66502464090487,-160.5,-27.5
"14240",6.88022183861744,-159.5,-27.5
"14241",6.27423237403002,-158.5,-27.5
"14242",5.87441140012361,-157.5,-27.5
"14243",6.05336659653602,-156.5,-27.5
"14244",6.44479458663327,-155.5,-27.5
"14245",6.19472665360979,-154.5,-27.5
"14246",5.99053835052306,-153.5,-27.5
"14247",5.8997302612789,-152.5,-27.5
"14248",5.41391614329363,-151.5,-27.5
"14249",5.42939669230669,-150.5,-27.5
"14250",5.44914004826052,-149.5,-27.5
"14251",5.63359004073821,-148.5,-27.5
"14252",5.73871743455533,-147.5,-27.5
"14253",5.75018087715658,-146.5,-27.5
"14254",6.06986526472484,-145.5,-27.5
"14255",6.53593738592429,-144.5,-27.5
"14256",5.89040094408875,-143.5,-27.5
"14257",6.2245897451691,-142.5,-27.5
"14258",6.49799313412851,-141.5,-27.5
"14259",6.08674544593179,-140.5,-27.5
"14260",6.28586884805892,-139.5,-27.5
"14261",5.83490187356733,-138.5,-27.5
"14262",5.65591614811383,-137.5,-27.5
"14263",5.69790454708704,-136.5,-27.5
"14264",5.61031365273787,-135.5,-27.5
"14265",5.32935948683574,-134.5,-27.5
"14266",5.21073463082757,-133.5,-27.5
"14267",4.91963918797906,-132.5,-27.5
"14268",5.17382818693903,-131.5,-27.5
"14269",5.19593549543928,-130.5,-27.5
"14270",5.25819295936433,-129.5,-27.5
"14271",5.20958411561728,-128.5,-27.5
"14272",5.33785494096966,-127.5,-27.5
"14273",4.90880484095531,-126.5,-27.5
"14274",4.80216282749065,-125.5,-27.5
"14275",4.82915654960475,-124.5,-27.5
"14276",4.75396939973745,-123.5,-27.5
"14277",4.80010677317946,-122.5,-27.5
"14278",4.73564270091774,-121.5,-27.5
"14279",4.78327570771064,-120.5,-27.5
"14280",4.42721313987549,-119.5,-27.5
"14281",4.66436031334993,-118.5,-27.5
"14282",4.47206991899305,-117.5,-27.5
"14283",4.6545156873945,-116.5,-27.5
"14284",4.72702831456294,-115.5,-27.5
"14285",4.96280838432805,-114.5,-27.5
"14286",4.85278555172299,-113.5,-27.5
"14287",5.21072086063034,-112.5,-27.5
"14288",5.51219338214444,-111.5,-27.5
"14289",5.96740524606805,-110.5,-27.5
"14290",6.33380707413717,-109.5,-27.5
"14291",6.76462982115911,-108.5,-27.5
"14292",6.65203606681678,-107.5,-27.5
"14293",6.44314160329408,-106.5,-27.5
"14294",6.66499616572979,-105.5,-27.5
"14295",7.00010855761125,-104.5,-27.5
"14296",7.05903858920355,-103.5,-27.5
"14297",7.03850742703647,-102.5,-27.5
"14298",7.71468238673261,-101.5,-27.5
"14299",7.88773282045738,-100.5,-27.5
"14300",8.16136334050721,-99.5,-27.5
"14301",7.94635656850434,-98.5,-27.5
"14302",8.48787711509173,-97.5,-27.5
"14303",8.72295054235921,-96.5,-27.5
"14304",9.00285458368505,-95.5,-27.5
"14305",9.76583205014514,-94.5,-27.5
"14306",10.2969005491037,-93.5,-27.5
"14307",11.1041345325725,-92.5,-27.5
"14308",11.4471292262631,-91.5,-27.5
"14309",12.7923572864183,-90.5,-27.5
"14310",13.5600448453154,-89.5,-27.5
"14311",14.2070422526492,-88.5,-27.5
"14312",14.8718236570914,-87.5,-27.5
"14313",15.7881387272971,-86.5,-27.5
"14314",16.5563108082926,-85.5,-27.5
"14315",17.3900639335006,-84.5,-27.5
"14316",19.4038884005226,-83.5,-27.5
