"","Temperature.X100","Temperature.Longitude","Temperature.Latitude"
"17235",24.428,149.5,-17.5
"17236",24.229,150.5,-17.5
"17237",24.136,151.5,-17.5
"17238",24.156,152.5,-17.5
"17239",23.947,153.5,-17.5
"17240",24.051,154.5,-17.5
"17241",23.956,155.5,-17.5
"17242",23.884,156.5,-17.5
"17243",24.177,157.5,-17.5
"17244",24.251,158.5,-17.5
"17245",24.203,159.5,-17.5
"17246",23.938,160.5,-17.5
"17247",24.038,161.5,-17.5
"17248",24.036,162.5,-17.5
"17249",24.243,163.5,-17.5
"17250",24.296,164.5,-17.5
"17251",24.487,165.5,-17.5
"17252",24.166,166.5,-17.5
"17253",24.616,167.5,-17.5
"17254",24.854,168.5,-17.5
"17255",24.98,169.5,-17.5
"17256",24.664,170.5,-17.5
"17257",24.492,171.5,-17.5
"17258",24.553,172.5,-17.5
"17259",24.583,173.5,-17.5
"17260",24.457,174.5,-17.5
"17261",25.077,175.5,-17.5
"17262",25.207,176.5,-17.5
"17264",24.987,179.5,-17.5
"17265",25.263,-179.5,-16.5
"17266",25.472,-178.5,-16.5
"17267",25.588,-177.5,-16.5
"17268",26.097,-176.5,-16.5
"17269",25.894,-175.5,-16.5
"17270",26.11,-174.5,-16.5
"17271",25.326,-173.5,-16.5
"17272",25.531,-172.5,-16.5
"17273",25.355,-171.5,-16.5
"17274",25.558,-170.5,-16.5
"17275",25.709,-169.5,-16.5
"17276",25.665,-168.5,-16.5
"17277",25.808,-167.5,-16.5
"17278",25.631,-166.5,-16.5
"17279",25.911,-165.5,-16.5
"17280",26.058,-164.5,-16.5
"17281",25.901,-163.5,-16.5
"17282",25.974,-162.5,-16.5
"17283",26.099,-161.5,-16.5
"17284",26.089,-160.5,-16.5
"17285",26.031,-159.5,-16.5
"17286",25.937,-158.5,-16.5
"17287",26.072,-157.5,-16.5
"17288",25.824,-156.5,-16.5
"17289",26.028,-155.5,-16.5
"17290",26.016,-154.5,-16.5
"17291",26.241,-153.5,-16.5
"17292",26.439,-152.5,-16.5
"17293",26.201,-151.5,-16.5
"17294",26.121,-150.5,-16.5
"17295",25.946,-149.5,-16.5
"17296",26.402,-148.5,-16.5
"17297",26.354,-147.5,-16.5
"17298",26.156,-146.5,-16.5
"17299",25.577,-145.5,-16.5
"17300",26.027,-144.5,-16.5
"17301",25.783,-143.5,-16.5
"17302",25.897,-142.5,-16.5
"17303",25.743,-141.5,-16.5
"17304",25.613,-140.5,-16.5
"17305",25.576,-139.5,-16.5
"17306",25.524,-138.5,-16.5
"17307",25.5,-137.5,-16.5
"17308",25.412,-136.5,-16.5
"17309",25.459,-135.5,-16.5
"17310",25.043,-134.5,-16.5
"17311",25.411,-133.5,-16.5
"17312",25.383,-132.5,-16.5
"17313",24.812,-131.5,-16.5
"17314",25.127,-130.5,-16.5
"17315",24.7,-129.5,-16.5
"17316",24.46,-128.5,-16.5
"17317",24.236,-127.5,-16.5
"17318",24.505,-126.5,-16.5
"17319",24.404,-125.5,-16.5
"17320",24.329,-124.5,-16.5
"17321",24.354,-123.5,-16.5
"17322",24.261,-122.5,-16.5
"17323",24.473,-121.5,-16.5
"17324",24.209,-120.5,-16.5
"17325",23.888,-119.5,-16.5
"17326",23.873,-118.5,-16.5
"17327",23.692,-117.5,-16.5
"17328",23.642,-116.5,-16.5
"17329",23.985,-115.5,-16.5
"17330",23.463,-114.5,-16.5
"17331",23.157,-113.5,-16.5
"17332",23.054,-112.5,-16.5
"17333",22.797,-111.5,-16.5
"17334",22.639,-110.5,-16.5
"17335",22.714,-109.5,-16.5
"17336",22.529,-108.5,-16.5
"17337",22.166,-107.5,-16.5
"17338",21.857,-106.5,-16.5
"17339",22.048,-105.5,-16.5
"17340",21.898,-104.5,-16.5
"17341",21.891,-103.5,-16.5
"17342",21.624,-102.5,-16.5
"17343",21.46,-101.5,-16.5
"17344",20.869,-100.5,-16.5
"17345",20.799,-99.5,-16.5
"17346",20.41,-98.5,-16.5
"17347",20.51,-97.5,-16.5
"17348",20.614,-96.5,-16.5
"17349",20.039,-95.5,-16.5
"17350",19.689,-94.5,-16.5
"17351",20.109,-93.5,-16.5
"17352",19.546,-92.5,-16.5
"17353",19.345,-91.5,-16.5
"17354",18.931,-90.5,-16.5
"17355",18.444,-89.5,-16.5
"17356",18.424,-88.5,-16.5
"17357",18.434,-87.5,-16.5
"17358",18.54,-86.5,-16.5
"17359",18.01,-85.5,-16.5
"17360",17.494,-84.5,-16.5
"17361",17.253,-83.5,-16.5
"17362",17,-82.5,-16.5
"17363",16.729,-81.5,-16.5
"17364",15.963,-80.5,-16.5
"17365",15.642,-79.5,-16.5
"17366",14.58,-78.5,-16.5
"17367",13.924,-77.5,-16.5
"17368",13.739,-76.5,-16.5
"17369",13.588,-75.5,-16.5
"17370",13.341,-74.5,-16.5
"17371",23.932,-37.5,-16.5
"17372",24.437,-36.5,-16.5
"17373",24.301,-35.5,-16.5
"17374",24.63,-34.5,-16.5
"17375",24.869,-33.5,-16.5
"17376",24.494,-32.5,-16.5
"17377",24.428,-31.5,-16.5
"17378",24.119,-30.5,-16.5
"17379",23.918,-29.5,-16.5
"17380",23.992,-28.5,-16.5
"17381",23.801,-27.5,-16.5
"17382",23.909,-26.5,-16.5
"17383",23.907,-25.5,-16.5
"17384",23.695,-24.5,-16.5
"17385",23.287,-23.5,-16.5
"17386",22.717,-22.5,-16.5
"17387",22.619,-21.5,-16.5
"17388",22.737,-20.5,-16.5
"17389",22.461,-19.5,-16.5
"17390",22.263,-18.5,-16.5
"17391",21.898,-17.5,-16.5
"17392",22.073,-16.5,-16.5
"17393",21.91,-15.5,-16.5
"17394",21.206,-14.5,-16.5
"17395",20.877,-13.5,-16.5
"17396",21.122,-12.5,-16.5
"17397",20.839,-11.5,-16.5
"17398",20.834,-10.5,-16.5
"17399",20.279,-9.5,-16.5
"17400",19.972,-8.5,-16.5
"17401",19.988,-7.5,-16.5
"17402",19.801,-6.5,-16.5
"17403",19.42,-5.5,-16.5
"17404",19.374,-4.5,-16.5
"17405",18.817,-3.5,-16.5
"17406",18.612,-2.5,-16.5
"17407",18.543,-1.5,-16.5
"17408",17.73,-0.5,-16.5
"17409",16.671,0.5,-16.5
"17410",16.925,1.5,-16.5
"17411",16.834,2.5,-16.5
"17412",15.616,3.5,-16.5
"17413",15.31,4.5,-16.5
"17414",15.458,5.5,-16.5
"17415",15.224,6.5,-16.5
"17416",14.59,7.5,-16.5
"17417",14.665,8.5,-16.5
"17418",14.306,9.5,-16.5
"17419",13.651,10.5,-16.5
"17420",22.386,40.5,-16.5
"17421",22.666,41.5,-16.5
"17422",24.432,42.5,-16.5
"17423",23.867,43.5,-16.5
"17424",23.987,51.5,-16.5
"17425",23.745,52.5,-16.5
"17426",24.229,53.5,-16.5
"17427",23.643,54.5,-16.5
"17428",23.595,55.5,-16.5
"17429",24.264,56.5,-16.5
"17430",24.323,57.5,-16.5
"17431",24.227,58.5,-16.5
"17433",23.246,60.5,-16.5
"17434",23.458,61.5,-16.5
"17435",23.24,62.5,-16.5
"17436",23.28,63.5,-16.5
"17437",23.284,64.5,-16.5
"17438",23.025,65.5,-16.5
"17439",23.289,66.5,-16.5
"17440",23.123,67.5,-16.5
"17441",23.078,68.5,-16.5
"17442",23.523,69.5,-16.5
"17443",23.338,70.5,-16.5
"17444",23.639,71.5,-16.5
"17445",22.944,72.5,-16.5
"17446",23.128,73.5,-16.5
"17447",23.4,74.5,-16.5
"17448",23.341,75.5,-16.5
"17449",23.231,76.5,-16.5
"17450",22.986,77.5,-16.5
"17451",23.306,78.5,-16.5
"17452",23.583,79.5,-16.5
"17453",23.805,80.5,-16.5
"17454",23.467,81.5,-16.5
"17455",23.163,82.5,-16.5
"17456",23.092,83.5,-16.5
"17457",23.457,84.5,-16.5
"17458",23.544,85.5,-16.5
"17459",23.322,86.5,-16.5
"17460",23.445,87.5,-16.5
"17461",23.617,88.5,-16.5
"17462",23.441,89.5,-16.5
"17463",23.4,90.5,-16.5
"17464",23.148,91.5,-16.5
"17465",23.184,92.5,-16.5
"17466",23.187,93.5,-16.5
"17467",23.248,94.5,-16.5
"17468",22.775,95.5,-16.5
"17469",23.098,96.5,-16.5
"17470",22.805,97.5,-16.5
"17471",22.776,98.5,-16.5
"17472",22.731,99.5,-16.5
"17473",23.27,100.5,-16.5
"17474",22.568,101.5,-16.5
"17475",22.786,102.5,-16.5
"17476",22.955,103.5,-16.5
"17477",22.867,104.5,-16.5
"17478",22.667,105.5,-16.5
"17479",23.055,106.5,-16.5
"17480",23.212,107.5,-16.5
"17481",23.112,108.5,-16.5
"17482",23.005,109.5,-16.5
"17483",23.362,110.5,-16.5
"17484",23.003,111.5,-16.5
"17485",22.991,112.5,-16.5
"17486",23.005,113.5,-16.5
"17487",23.124,114.5,-16.5
"17488",23.324,115.5,-16.5
"17489",23.35,116.5,-16.5
"17490",23.448,117.5,-16.5
"17491",24.024,118.5,-16.5
"17492",24.248,119.5,-16.5
"17493",24.215,120.5,-16.5
"17496",24.505,146.5,-16.5
"17497",24.828,147.5,-16.5
"17498",24.647,148.5,-16.5
"17499",24.311,149.5,-16.5
"17500",24.224,150.5,-16.5
"17501",24.327,151.5,-16.5
"17502",24.18,152.5,-16.5
"17503",24.178,153.5,-16.5
"17504",24.278,154.5,-16.5
"17505",24.377,155.5,-16.5
"17506",24.457,156.5,-16.5
"17507",24.107,157.5,-16.5
"17508",24.18,158.5,-16.5
"17509",24.045,159.5,-16.5
"17510",24.384,160.5,-16.5
"17511",24.382,161.5,-16.5
"17512",24.377,162.5,-16.5
"17513",24.447,163.5,-16.5
"17514",24.339,164.5,-16.5
"17515",24.469,165.5,-16.5
"17516",24.731,166.5,-16.5
"17517",24.904,167.5,-16.5
"17518",25.163,168.5,-16.5
"17519",25.244,169.5,-16.5
"17520",25.193,170.5,-16.5
"17521",25.441,171.5,-16.5
"17522",25.598,172.5,-16.5
"17523",25.797,173.5,-16.5
"17524",25.341,174.5,-16.5
"17525",25.57,175.5,-16.5
"17526",25.759,176.5,-16.5
"17527",25.666,177.5,-16.5
"17528",25.801,178.5,-16.5
"17529",26.055,-179.5,-15.5
"17530",26.07,-178.5,-15.5
"17531",26.417,-177.5,-15.5
"17532",26.511,-176.5,-15.5
"17533",26.56,-175.5,-15.5
"17534",26.007,-174.5,-15.5
"17535",25.22,-173.5,-15.5
"17536",26.448,-172.5,-15.5
"17537",25.853,-171.5,-15.5
"17538",26.555,-170.5,-15.5
"17539",26.125,-169.5,-15.5
"17540",25.807,-168.5,-15.5
"17541",26.069,-167.5,-15.5
"17542",26.16,-166.5,-15.5
"17543",26.363,-165.5,-15.5
"17544",26.532,-164.5,-15.5
"17545",26.348,-163.5,-15.5
"17546",26.544,-162.5,-15.5
"17547",26.45,-161.5,-15.5
"17548",26.534,-160.5,-15.5
"17549",26.456,-159.5,-15.5
"17550",26.478,-158.5,-15.5
"17551",26.39,-157.5,-15.5
"17552",26.046,-156.5,-15.5
"17553",26.21,-155.5,-15.5
"17554",26.263,-154.5,-15.5
"17555",26.337,-153.5,-15.5
"17556",26.243,-152.5,-15.5
"17557",26.445,-151.5,-15.5
"17558",26.186,-150.5,-15.5
"17559",26.191,-149.5,-15.5
"17560",26.303,-148.5,-15.5
"17561",26.399,-147.5,-15.5
"17562",26.184,-146.5,-15.5
"17563",26.382,-145.5,-15.5
"17564",26.285,-144.5,-15.5
"17565",26.024,-143.5,-15.5
"17566",25.966,-142.5,-15.5
"17567",26.036,-141.5,-15.5
"17568",26.158,-140.5,-15.5
"17569",25.993,-139.5,-15.5
"17570",25.885,-138.5,-15.5
"17571",25.785,-137.5,-15.5
"17572",25.755,-136.5,-15.5
"17573",25.922,-135.5,-15.5
"17574",25.719,-134.5,-15.5
"17575",25.29,-133.5,-15.5
"17576",25.228,-132.5,-15.5
"17577",25.44,-131.5,-15.5
"17578",25.378,-130.5,-15.5
"17579",25.071,-129.5,-15.5
"17580",24.797,-128.5,-15.5
"17581",24.901,-127.5,-15.5
"17582",24.989,-126.5,-15.5
"17583",24.523,-125.5,-15.5
"17584",24.542,-124.5,-15.5
"17585",24.641,-123.5,-15.5
"17586",24.541,-122.5,-15.5
"17587",24.653,-121.5,-15.5
"17588",24.555,-120.5,-15.5
"17589",24.33,-119.5,-15.5
"17590",23.597,-118.5,-15.5
"17591",23.417,-117.5,-15.5
"17592",23.71,-116.5,-15.5
"17593",23.449,-115.5,-15.5
"17594",23.344,-114.5,-15.5
"17595",23.314,-113.5,-15.5
"17596",22.924,-112.5,-15.5
"17597",22.785,-111.5,-15.5
"17598",22.755,-110.5,-15.5
"17599",22.734,-109.5,-15.5
"17600",22.723,-108.5,-15.5
"17601",22.417,-107.5,-15.5
"17602",22.009,-106.5,-15.5
"17603",22.174,-105.5,-15.5
"17604",21.562,-104.5,-15.5
"17605",21.764,-103.5,-15.5
"17606",21.84,-102.5,-15.5
"17607",21.583,-101.5,-15.5
"17608",21.108,-100.5,-15.5
"17609",21.023,-99.5,-15.5
"17610",20.757,-98.5,-15.5
"17611",20.388,-97.5,-15.5
"17612",20.235,-96.5,-15.5
"17613",19.788,-95.5,-15.5
"17614",19.871,-94.5,-15.5
"17615",19.592,-93.5,-15.5
"17616",19.485,-92.5,-15.5
"17617",19.399,-91.5,-15.5
"17618",18.711,-90.5,-15.5
"17619",18.578,-89.5,-15.5
"17620",18.746,-88.5,-15.5
"17621",18.188,-87.5,-15.5
"17622",17.751,-86.5,-15.5
"17623",17.794,-85.5,-15.5
"17624",17.571,-84.5,-15.5
"17625",16.598,-83.5,-15.5
"17626",16.395,-82.5,-15.5
"17627",16.786,-81.5,-15.5
"17628",15.659,-80.5,-15.5
"17629",14.943,-79.5,-15.5
"17630",14.368,-78.5,-15.5
"17631",14.044,-77.5,-15.5
"17632",13.676,-76.5,-15.5
"17633",13.913,-75.5,-15.5
"17634",24.167,-37.5,-15.5
"17635",24.246,-36.5,-15.5
"17636",24.784,-35.5,-15.5
"17637",24.864,-34.5,-15.5
"17638",24.614,-33.5,-15.5
"17639",24.719,-32.5,-15.5
"17640",24.431,-31.5,-15.5
"17641",24.164,-30.5,-15.5
"17642",24.017,-29.5,-15.5
"17643",23.894,-28.5,-15.5
"17644",23.969,-27.5,-15.5
"17645",24.083,-26.5,-15.5
"17646",23.696,-25.5,-15.5
"17647",23.768,-24.5,-15.5
"17648",23.489,-23.5,-15.5
"17649",22.793,-22.5,-15.5
"17650",22.99,-21.5,-15.5
"17651",22.949,-20.5,-15.5
"17652",22.454,-19.5,-15.5
"17653",22.044,-18.5,-15.5
"17654",22.057,-17.5,-15.5
"17655",21.884,-16.5,-15.5
"17656",21.809,-15.5,-15.5
"17657",21.113,-14.5,-15.5
"17658",21.167,-13.5,-15.5
"17659",21.174,-12.5,-15.5
"17660",20.456,-11.5,-15.5
"17661",20.825,-10.5,-15.5
"17662",20.204,-9.5,-15.5
"17663",20.255,-8.5,-15.5
"17664",20.024,-7.5,-15.5
"17665",19.961,-6.5,-15.5
"17666",19.581,-5.5,-15.5
"17667",18.917,-4.5,-15.5
"17668",18.713,-3.5,-15.5
"17669",18.061,-2.5,-15.5
"17670",18.047,-1.5,-15.5
"17671",17.693,-0.5,-15.5
"17672",16.192,0.5,-15.5
"17673",15.73,1.5,-15.5
"17674",16.349,2.5,-15.5
"17675",15.84,3.5,-15.5
"17676",14.616,4.5,-15.5
"17677",14.328,5.5,-15.5
"17678",14.036,6.5,-15.5
"17679",14.238,7.5,-15.5
"17680",14.074,8.5,-15.5
"17681",14.01,9.5,-15.5
"17682",13.369,10.5,-15.5
"17683",13.535,11.5,-15.5
"17684",22.37,41.5,-15.5
"17685",23.723,42.5,-15.5
"17686",24.08,43.5,-15.5
"17687",22.783,44.5,-15.5
"17688",23.59,45.5,-15.5
"17689",23.813,51.5,-15.5
"17690",23.6,52.5,-15.5
"17691",23.711,53.5,-15.5
"17692",23.747,54.5,-15.5
"17693",23.729,55.5,-15.5
"17694",23.709,56.5,-15.5
"17695",23.643,57.5,-15.5
"17696",23.333,58.5,-15.5
"17697",23.716,59.5,-15.5
"17699",23.003,61.5,-15.5
"17700",23.232,62.5,-15.5
"17701",23.564,63.5,-15.5
"17702",23.349,64.5,-15.5
"17703",23.169,65.5,-15.5
"17704",23.14,66.5,-15.5
"17705",23.401,67.5,-15.5
"17706",23.347,68.5,-15.5
"17707",23.755,69.5,-15.5
"17708",23.395,70.5,-15.5
"17709",22.987,71.5,-15.5
"17710",23.199,72.5,-15.5
"17711",22.836,73.5,-15.5
"17712",22.789,74.5,-15.5
"17713",22.995,75.5,-15.5
"17714",23.144,76.5,-15.5
"17715",23.104,77.5,-15.5
"17716",23.415,78.5,-15.5
"17717",23.354,79.5,-15.5
"17718",23.811,80.5,-15.5
"17719",23.183,81.5,-15.5
"17720",23.351,82.5,-15.5
"17721",23.383,83.5,-15.5
"17722",23.893,84.5,-15.5
"17723",23.508,85.5,-15.5
"17724",23.826,86.5,-15.5
"17725",23.111,87.5,-15.5
"17726",23.632,88.5,-15.5
"17727",23.454,89.5,-15.5
"17728",23.283,90.5,-15.5
"17729",23.285,91.5,-15.5
"17730",23.467,92.5,-15.5
"17731",23.36,93.5,-15.5
"17732",23.538,94.5,-15.5
"17733",23.506,95.5,-15.5
"17734",23.276,96.5,-15.5
"17735",23.314,97.5,-15.5
"17736",23.186,98.5,-15.5
"17737",23.012,99.5,-15.5
"17738",23.468,100.5,-15.5
"17739",22.7,101.5,-15.5
"17740",22.733,102.5,-15.5
"17741",22.893,103.5,-15.5
"17742",22.912,104.5,-15.5
"17743",22.829,105.5,-15.5
"17744",23.191,106.5,-15.5
"17745",23.37,107.5,-15.5
"17746",23.31,108.5,-15.5
"17747",23.496,109.5,-15.5
"17748",23.598,110.5,-15.5
"17749",23.185,111.5,-15.5
"17750",23.474,112.5,-15.5
"17751",23.265,113.5,-15.5
"17752",23.498,114.5,-15.5
"17753",23.5,115.5,-15.5
"17754",23.695,116.5,-15.5
"17755",23.512,117.5,-15.5
"17756",23.927,118.5,-15.5
"17757",24.2,119.5,-15.5
"17758",24.171,120.5,-15.5
"17759",24.831,121.5,-15.5
"17765",24.7,146.5,-15.5
"17766",24.865,147.5,-15.5
"17767",24.736,148.5,-15.5
"17768",24.501,149.5,-15.5
"17769",24.378,150.5,-15.5
"17770",24.466,151.5,-15.5
"17771",24.596,152.5,-15.5
"17772",24.515,153.5,-15.5
"17773",24.645,154.5,-15.5
"17774",24.804,155.5,-15.5
"17775",24.901,156.5,-15.5
"17776",24.972,157.5,-15.5
"17777",24.83,158.5,-15.5
"17778",24.975,159.5,-15.5
"17779",24.992,160.5,-15.5
"17780",25.011,161.5,-15.5
"17781",25.176,162.5,-15.5
"17782",24.981,163.5,-15.5
"17783",25.322,164.5,-15.5
"17784",25.033,165.5,-15.5
"17785",25.257,166.5,-15.5
"17786",25.87,169.5,-15.5
"17787",25.716,170.5,-15.5
"17788",25.691,171.5,-15.5
"17789",25.965,172.5,-15.5
"17790",25.822,173.5,-15.5
"17791",25.693,174.5,-15.5
"17792",25.947,175.5,-15.5
"17793",26.152,176.5,-15.5
"17794",25.946,177.5,-15.5
"17795",25.864,178.5,-15.5
"17796",25.684,179.5,-15.5
"17797",26.589,-179.5,-14.5
"17798",26.634,-178.5,-14.5
"17799",26.553,-177.5,-14.5
"17800",26.73,-176.5,-14.5
"17801",26.655,-175.5,-14.5
"17802",26.949,-174.5,-14.5
"17803",25.897,-173.5,-14.5
"17804",26.21,-172.5,-14.5
"17805",26.833,-171.5,-14.5
"17806",26.952,-170.5,-14.5
"17807",26.959,-169.5,-14.5
"17808",26.86,-168.5,-14.5
"17809",26.78,-167.5,-14.5
"17810",26.625,-166.5,-14.5
"17811",26.885,-165.5,-14.5
"17812",26.84,-164.5,-14.5
"17813",26.88,-163.5,-14.5
"17814",26.528,-162.5,-14.5
"17815",26.651,-161.5,-14.5
"17816",26.865,-160.5,-14.5
"17817",26.876,-159.5,-14.5
"17818",26.608,-158.5,-14.5
"17819",26.838,-157.5,-14.5
"17820",26.545,-156.5,-14.5
"17821",26.652,-155.5,-14.5
"17822",26.574,-154.5,-14.5
"17823",26.468,-153.5,-14.5
"17824",26.59,-152.5,-14.5
"17825",26.496,-151.5,-14.5
"17826",26.692,-150.5,-14.5
"17827",26.475,-149.5,-14.5
"17828",26.573,-148.5,-14.5
"17829",26.992,-147.5,-14.5
"17830",26.345,-146.5,-14.5
"17831",25.959,-145.5,-14.5
"17832",25.978,-144.5,-14.5
"17833",26.152,-143.5,-14.5
"17834",25.874,-142.5,-14.5
"17835",25.966,-141.5,-14.5
"17836",25.933,-140.5,-14.5
"17837",25.677,-139.5,-14.5
"17838",25.69,-138.5,-14.5
"17839",26.126,-137.5,-14.5
"17840",25.643,-136.5,-14.5
"17841",26.067,-135.5,-14.5
"17842",25.659,-134.5,-14.5
"17843",25.269,-133.5,-14.5
"17844",24.731,-132.5,-14.5
"17845",24.848,-131.5,-14.5
"17846",25.471,-130.5,-14.5
"17847",25.423,-129.5,-14.5
"17848",25.024,-128.5,-14.5
"17849",25.085,-127.5,-14.5
"17850",24.652,-126.5,-14.5
"17851",24.897,-125.5,-14.5
"17852",24.575,-124.5,-14.5
"17853",24.894,-123.5,-14.5
"17854",24.737,-122.5,-14.5
"17855",24.523,-121.5,-14.5
"17856",24.352,-120.5,-14.5
"17857",23.723,-119.5,-14.5
"17858",23.739,-118.5,-14.5
"17859",23.888,-117.5,-14.5
"17860",23.746,-116.5,-14.5
"17861",23.443,-115.5,-14.5
"17862",23.173,-114.5,-14.5
"17863",23.045,-113.5,-14.5
"17864",23.014,-112.5,-14.5
"17865",22.943,-111.5,-14.5
"17866",22.27,-110.5,-14.5
"17867",22.036,-109.5,-14.5
"17868",22.205,-108.5,-14.5
"17869",22.303,-107.5,-14.5
"17870",22.057,-106.5,-14.5
"17871",21.736,-105.5,-14.5
"17872",21.201,-104.5,-14.5
"17873",21.357,-103.5,-14.5
"17874",21.202,-102.5,-14.5
"17875",20.757,-101.5,-14.5
"17876",20.595,-100.5,-14.5
"17877",20.461,-99.5,-14.5
"17878",20.684,-98.5,-14.5
"17879",20.171,-97.5,-14.5
"17880",19.804,-96.5,-14.5
"17881",19.766,-95.5,-14.5
"17882",19.46,-94.5,-14.5
"17883",19.508,-93.5,-14.5
"17884",19.551,-92.5,-14.5
"17885",18.971,-91.5,-14.5
"17886",18.713,-90.5,-14.5
"17887",18.289,-89.5,-14.5
"17888",17.785,-88.5,-14.5
"17889",17.413,-87.5,-14.5
"17890",17.441,-86.5,-14.5
"17891",16.896,-85.5,-14.5
"17892",16.006,-84.5,-14.5
"17893",15.855,-83.5,-14.5
"17894",15.178,-82.5,-14.5
"17895",15.106,-81.5,-14.5
"17896",14.7,-80.5,-14.5
"17897",14.132,-79.5,-14.5
"17898",13.984,-78.5,-14.5
"17899",13.875,-77.5,-14.5
"17900",14.099,-76.5,-14.5
"17901",24.811,-37.5,-14.5
"17902",24.76,-36.5,-14.5
"17903",24.926,-35.5,-14.5
"17904",24.978,-34.5,-14.5
"17905",24.935,-33.5,-14.5
"17906",24.735,-32.5,-14.5
"17907",24.77,-31.5,-14.5
"17908",24.519,-30.5,-14.5
"17909",24.093,-29.5,-14.5
"17910",24.338,-28.5,-14.5
"17911",24.153,-27.5,-14.5
"17912",23.805,-26.5,-14.5
"17913",23.435,-25.5,-14.5
"17914",23.39,-24.5,-14.5
"17915",23.092,-23.5,-14.5
"17916",23.23,-22.5,-14.5
"17917",22.939,-21.5,-14.5
"17918",22.851,-20.5,-14.5
"17919",22.811,-19.5,-14.5
"17920",22.514,-18.5,-14.5
"17921",22.302,-17.5,-14.5
"17922",22.861,-16.5,-14.5
"17923",22.11,-15.5,-14.5
"17924",21.156,-14.5,-14.5
"17925",20.695,-13.5,-14.5
"17926",21.041,-12.5,-14.5
"17927",20.628,-11.5,-14.5
"17928",20.441,-10.5,-14.5
"17929",20.062,-9.5,-14.5
"17930",20.146,-8.5,-14.5
"17931",20.067,-7.5,-14.5
"17932",19.644,-6.5,-14.5
"17933",19.184,-5.5,-14.5
"17934",18.602,-4.5,-14.5
"17935",18.317,-3.5,-14.5
"17936",17.935,-2.5,-14.5
"17937",17.365,-1.5,-14.5
"17938",15.64,-0.5,-14.5
"17939",15.318,0.5,-14.5
"17940",15.045,1.5,-14.5
"17941",15.374,2.5,-14.5
"17942",14.487,3.5,-14.5
"17943",14.154,4.5,-14.5
"17944",14.306,5.5,-14.5
"17945",13.866,6.5,-14.5
"17946",13.887,7.5,-14.5
"17947",14.275,8.5,-14.5
"17948",14.627,9.5,-14.5
"17949",14.322,10.5,-14.5
"17950",14.867,11.5,-14.5
"17951",23.978,41.5,-14.5
"17952",24.281,42.5,-14.5
"17953",23.402,43.5,-14.5
"17954",23.874,44.5,-14.5
"17955",23.567,45.5,-14.5
"17956",23.893,46.5,-14.5
"17958",23.577,51.5,-14.5
"17959",22.819,52.5,-14.5
"17960",23.027,53.5,-14.5
"17961",22.276,54.5,-14.5
"17962",22.677,55.5,-14.5
"17963",23.459,56.5,-14.5
"17964",23.525,57.5,-14.5
"17965",22.877,58.5,-14.5
"17966",23.569,59.5,-14.5
"17968",22.662,61.5,-14.5
"17969",22.335,62.5,-14.5
"17970",22.236,63.5,-14.5
"17971",22.589,64.5,-14.5
"17972",22.985,65.5,-14.5
"17973",22.539,66.5,-14.5
"17974",22.642,67.5,-14.5
"17975",22.821,68.5,-14.5
"17976",22.762,69.5,-14.5
"17977",22.426,70.5,-14.5
"17978",23.377,71.5,-14.5
"17979",21.935,72.5,-14.5
"17980",22.494,73.5,-14.5
"17981",23.212,74.5,-14.5
"17982",23.082,75.5,-14.5
"17983",22.203,76.5,-14.5
"17984",22.82,77.5,-14.5
"17985",22.55,78.5,-14.5
"17986",22.598,79.5,-14.5
"17987",23.189,80.5,-14.5
"17988",23.32,81.5,-14.5
"17989",22.961,82.5,-14.5
"17990",23.033,83.5,-14.5
"17991",23.421,84.5,-14.5
"17992",23.576,85.5,-14.5
"17993",23.436,86.5,-14.5
"17994",23.536,87.5,-14.5
"17995",23.794,88.5,-14.5
"17996",23.457,89.5,-14.5
"17997",23.035,90.5,-14.5
"17998",23.164,91.5,-14.5
"17999",22.852,92.5,-14.5
"18000",22.913,93.5,-14.5
"18001",23.212,94.5,-14.5
"18002",22.97,95.5,-14.5
"18003",23.113,96.5,-14.5
"18004",23.24,97.5,-14.5
"18005",22.734,98.5,-14.5
"18006",23.282,99.5,-14.5
"18007",22.939,100.5,-14.5
"18008",22.369,101.5,-14.5
"18009",23.327,102.5,-14.5
"18010",23.428,103.5,-14.5
"18011",23.169,104.5,-14.5
"18012",23.774,105.5,-14.5
"18013",23.268,106.5,-14.5
"18014",23.316,107.5,-14.5
"18015",23.558,108.5,-14.5
"18016",23.665,109.5,-14.5
"18017",23.12,110.5,-14.5
"18018",23.65,111.5,-14.5
"18019",23.444,112.5,-14.5
"18020",23.686,113.5,-14.5
"18021",23.707,114.5,-14.5
"18022",24.378,115.5,-14.5
"18023",24.189,116.5,-14.5
"18024",24.076,117.5,-14.5
"18025",23.542,118.5,-14.5
"18026",23.709,119.5,-14.5
"18027",24.303,120.5,-14.5
"18028",24.406,121.5,-14.5
"18029",24.643,122.5,-14.5
"18030",25.569,123.5,-14.5
"18032",24.771,146.5,-14.5
"18033",24.878,147.5,-14.5
"18034",24.501,148.5,-14.5
"18035",24.596,149.5,-14.5
"18036",24.707,150.5,-14.5
"18037",24.698,151.5,-14.5
"18038",24.996,152.5,-14.5
"18039",25.306,153.5,-14.5
"18040",25.229,154.5,-14.5
"18041",25.383,155.5,-14.5
"18042",25.459,156.5,-14.5
"18043",25.232,157.5,-14.5
